tanggal,stasiun,pm25,pm10,so2,co,o3,no2,max,critical,categori
2020-07-27,DKI4 (Lubang Buaya),,62.0,26.0,9.0,61.0,5.0,62.0,PM10,SEDANG
2020-07-28,DKI4 (Lubang Buaya),,,24.0,18.0,76.0,7.0,76.0,O3,SEDANG
2020-07-29,DKI4 (Lubang Buaya),,,24.0,12.0,99.0,5.0,99.0,O3,SEDANG
2020-07-30,DKI4 (Lubang Buaya),,76.0,24.0,13.0,96.0,7.0,96.0,O3,SEDANG
2020-07-31,DKI4 (Lubang Buaya),,68.0,25.0,13.0,76.0,5.0,76.0,O3,SEDANG
2020-08-01,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2020-08-02,DKI4 (Lubang Buaya),,91.0,27.0,26.0,90.0,7.0,91.0,PM10,SEDANG
2020-08-03,DKI4 (Lubang Buaya),,95.0,26.0,18.0,84.0,8.0,95.0,PM10,SEDANG
2020-08-04,DKI4 (Lubang Buaya),,73.0,27.0,7.0,69.0,5.0,73.0,PM10,SEDANG
2020-08-05,DKI4 (Lubang Buaya),,86.0,26.0,13.0,81.0,5.0,86.0,PM10,SEDANG
2020-08-06,DKI4 (Lubang Buaya),,88.0,27.0,13.0,72.0,5.0,88.0,PM10,SEDANG
2020-08-07,DKI4 (Lubang Buaya),,81.0,26.0,11.0,97.0,4.0,97.0,O3,SEDANG
2020-08-08,DKI4 (Lubang Buaya),,79.0,28.0,9.0,70.0,3.0,79.0,PM10,SEDANG
2020-08-09,DKI4 (Lubang Buaya),,74.0,25.0,8.0,66.0,2.0,74.0,PM10,SEDANG
2020-08-10,DKI4 (Lubang Buaya),,81.0,25.0,10.0,62.0,3.0,81.0,PM10,SEDANG
2020-08-11,DKI4 (Lubang Buaya),,96.0,26.0,11.0,47.0,4.0,96.0,PM10,SEDANG
2020-08-12,DKI4 (Lubang Buaya),,93.0,25.0,37.0,52.0,6.0,93.0,PM10,SEDANG
2020-08-13,DKI4 (Lubang Buaya),,81.0,24.0,16.0,37.0,4.0,81.0,PM10,SEDANG
2020-08-14,DKI4 (Lubang Buaya),,,15.0,14.0,36.0,8.0,36.0,O3,BAIK
2020-08-15,DKI4 (Lubang Buaya),,,23.0,21.0,35.0,9.0,35.0,O3,BAIK
2020-08-16,DKI4 (Lubang Buaya),,,24.0,11.0,54.0,8.0,54.0,O3,SEDANG
2020-08-17,DKI4 (Lubang Buaya),,,22.0,17.0,50.0,7.0,50.0,O3,BAIK
2020-08-18,DKI4 (Lubang Buaya),,75.0,23.0,17.0,64.0,10.0,75.0,PM10,SEDANG
2020-08-19,DKI4 (Lubang Buaya),,80.0,32.0,20.0,75.0,11.0,80.0,PM10,SEDANG
2020-08-20,DKI4 (Lubang Buaya),,62.0,30.0,6.0,46.0,6.0,62.0,PM10,SEDANG
2020-08-21,DKI4 (Lubang Buaya),,71.0,32.0,5.0,44.0,7.0,71.0,PM10,SEDANG
2020-08-22,DKI4 (Lubang Buaya),,84.0,31.0,13.0,49.0,10.0,84.0,PM10,SEDANG
2020-08-23,DKI4 (Lubang Buaya),,72.0,32.0,17.0,64.0,10.0,72.0,PM10,SEDANG
2020-08-24,DKI4 (Lubang Buaya),,79.0,31.0,15.0,45.0,9.0,79.0,PM10,SEDANG
2020-08-25,DKI4 (Lubang Buaya),,74.0,33.0,11.0,48.0,10.0,74.0,PM10,SEDANG
2020-08-26,DKI4 (Lubang Buaya),,57.0,31.0,7.0,57.0,7.0,57.0,PM10,SEDANG
2020-08-27,DKI4 (Lubang Buaya),,55.0,31.0,6.0,64.0,6.0,64.0,O3,SEDANG
2020-08-28,DKI4 (Lubang Buaya),,84.0,33.0,14.0,56.0,10.0,84.0,PM10,SEDANG
2020-08-29,DKI4 (Lubang Buaya),,70.0,33.0,6.0,59.0,7.0,70.0,PM10,SEDANG
2020-08-30,DKI4 (Lubang Buaya),,74.0,33.0,11.0,66.0,8.0,74.0,PM10,SEDANG
2020-08-31,DKI4 (Lubang Buaya),,69.0,33.0,8.0,83.0,8.0,83.0,O3,SEDANG
2020-09-01,DKI4 (Lubang Buaya),,71.0,33.0,10.0,55.0,9.0,71.0,PM10,SEDANG
2020-09-02,DKI4 (Lubang Buaya),,71.0,34.0,9.0,91.0,8.0,91.0,CO,SEDANG
2020-09-03,DKI4 (Lubang Buaya),,77.0,32.0,10.0,83.0,9.0,83.0,CO,SEDANG
2020-09-04,DKI4 (Lubang Buaya),,66.0,32.0,6.0,43.0,6.0,66.0,PM10,SEDANG
2020-09-05,DKI4 (Lubang Buaya),,70.0,32.0,8.0,82.0,6.0,82.0,CO,SEDANG
2020-09-06,DKI4 (Lubang Buaya),,75.0,35.0,10.0,94.0,8.0,94.0,CO,SEDANG
2020-09-07,DKI4 (Lubang Buaya),,72.0,35.0,12.0,65.0,,72.0,PM10,SEDANG
2020-09-08,DKI4 (Lubang Buaya),,78.0,35.0,9.0,51.0,8.0,78.0,PM10,SEDANG
2020-09-09,DKI4 (Lubang Buaya),,82.0,36.0,6.0,60.0,7.0,82.0,PM10,SEDANG
2020-09-10,DKI4 (Lubang Buaya),,77.0,33.0,4.0,86.0,6.0,86.0,CO,SEDANG
2020-09-11,DKI4 (Lubang Buaya),,89.0,34.0,13.0,82.0,11.0,89.0,PM10,SEDANG
2020-09-12,DKI4 (Lubang Buaya),,67.0,33.0,7.0,87.0,6.0,87.0,CO,SEDANG
2020-09-13,DKI4 (Lubang Buaya),,72.0,34.0,8.0,89.0,5.0,89.0,CO,SEDANG
2020-09-14,DKI4 (Lubang Buaya),,69.0,37.0,6.0,70.0,7.0,70.0,CO,SEDANG
2020-09-15,DKI4 (Lubang Buaya),,,33.0,9.0,76.0,10.0,76.0,CO,SEDANG
2020-09-16,DKI4 (Lubang Buaya),,67.0,33.0,9.0,94.0,7.0,94.0,CO,SEDANG
2020-09-17,DKI4 (Lubang Buaya),,65.0,36.0,8.0,84.0,9.0,84.0,CO,SEDANG
2020-09-18,DKI4 (Lubang Buaya),,70.0,34.0,7.0,57.0,6.0,70.0,PM10,SEDANG
2020-09-19,DKI4 (Lubang Buaya),,88.0,34.0,8.0,63.0,6.0,88.0,PM10,SEDANG
2020-09-20,DKI4 (Lubang Buaya),,73.0,36.0,5.0,35.0,5.0,73.0,PM10,SEDANG
2020-09-21,DKI4 (Lubang Buaya),,65.0,33.0,18.0,77.0,8.0,77.0,CO,SEDANG
2020-09-22,DKI4 (Lubang Buaya),,62.0,33.0,8.0,58.0,7.0,62.0,PM10,SEDANG
2020-09-23,DKI4 (Lubang Buaya),,73.0,33.0,15.0,84.0,10.0,84.0,CO,SEDANG
2020-09-24,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2020-09-25,DKI4 (Lubang Buaya),,74.0,37.0,11.0,80.0,8.0,80.0,CO,SEDANG
2020-09-26,DKI4 (Lubang Buaya),,73.0,35.0,16.0,92.0,7.0,92.0,CO,SEDANG
2020-09-27,DKI4 (Lubang Buaya),,70.0,36.0,17.0,74.0,11.0,74.0,CO,SEDANG
2020-09-28,DKI4 (Lubang Buaya),,74.0,37.0,6.0,63.0,8.0,74.0,PM10,SEDANG
2020-09-29,DKI4 (Lubang Buaya),,68.0,38.0,6.0,97.0,10.0,97.0,CO,SEDANG
2020-09-30,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2020-10-01,DKI4 (Lubang Buaya),,73.0,8.0,64.0,11.0,73.0,1.0,PM10,SEDANG
2020-10-02,DKI4 (Lubang Buaya),,83.0,16.0,62.0,7.0,83.0,1.0,PM10,SEDANG
2020-10-03,DKI4 (Lubang Buaya),,74.0,13.0,80.0,11.0,80.0,4.0,CO,SEDANG
2020-10-04,DKI4 (Lubang Buaya),,79.0,11.0,92.0,8.0,92.0,4.0,CO,SEDANG
2020-10-05,DKI4 (Lubang Buaya),,62.0,4.0,95.0,5.0,95.0,4.0,CO,SEDANG
2020-10-06,DKI4 (Lubang Buaya),,64.0,6.0,103.0,8.0,103.0,4.0,CO,TIDAK SEHAT
2020-10-07,DKI4 (Lubang Buaya),,77.0,7.0,92.0,11.0,92.0,4.0,CO,SEDANG
2020-10-08,DKI4 (Lubang Buaya),,68.0,6.0,92.0,7.0,92.0,4.0,CO,SEDANG
2020-10-09,DKI4 (Lubang Buaya),,74.0,7.0,75.0,6.0,75.0,4.0,CO,SEDANG
2020-10-10,DKI4 (Lubang Buaya),,70.0,11.0,71.0,10.0,71.0,4.0,CO,SEDANG
2020-10-11,DKI4 (Lubang Buaya),,69.0,7.0,65.0,7.0,69.0,1.0,PM10,SEDANG
2020-10-12,DKI4 (Lubang Buaya),,,,,,0.0,,,TIDAK ADA DATA
2020-10-13,DKI4 (Lubang Buaya),,72.0,21.0,75.0,7.0,75.0,4.0,CO,SEDANG
2020-10-14,DKI4 (Lubang Buaya),,81.0,23.0,69.0,13.0,81.0,1.0,PM10,SEDANG
2020-10-15,DKI4 (Lubang Buaya),,79.0,9.0,69.0,8.0,79.0,1.0,PM10,SEDANG
2020-10-16,DKI4 (Lubang Buaya),,68.0,6.0,79.0,9.0,79.0,4.0,CO,SEDANG
2020-10-17,DKI4 (Lubang Buaya),,70.0,15.0,54.0,11.0,70.0,1.0,PM10,SEDANG
2020-10-18,DKI4 (Lubang Buaya),,59.0,11.0,62.0,7.0,62.0,4.0,CO,SEDANG
2020-10-19,DKI4 (Lubang Buaya),,64.0,11.0,74.0,8.0,74.0,4.0,CO,SEDANG
2020-10-20,DKI4 (Lubang Buaya),,63.0,26.0,62.0,9.0,63.0,1.0,PM10,SEDANG
2020-10-21,DKI4 (Lubang Buaya),,57.0,15.0,104.0,9.0,104.0,4.0,CO,TIDAK SEHAT
2020-10-22,DKI4 (Lubang Buaya),,53.0,15.0,44.0,8.0,53.0,1.0,PM10,SEDANG
2020-10-23,DKI4 (Lubang Buaya),,34.0,7.0,48.0,5.0,48.0,4.0,CO,BAIK
2020-10-24,DKI4 (Lubang Buaya),,51.0,14.0,80.0,7.0,80.0,4.0,CO,SEDANG
2020-10-25,DKI4 (Lubang Buaya),,52.0,11.0,68.0,7.0,68.0,4.0,CO,SEDANG
2020-10-26,DKI4 (Lubang Buaya),,57.0,17.0,87.0,8.0,87.0,4.0,CO,SEDANG
2020-10-27,DKI4 (Lubang Buaya),,46.0,18.0,61.0,9.0,61.0,4.0,CO,SEDANG
2020-10-28,DKI4 (Lubang Buaya),,63.0,26.0,107.0,8.0,107.0,4.0,CO,TIDAK SEHAT
2020-10-29,DKI4 (Lubang Buaya),,54.0,11.0,88.0,10.0,88.0,4.0,CO,SEDANG
2020-10-30,DKI4 (Lubang Buaya),,63.0,12.0,42.0,7.0,63.0,1.0,PM10,SEDANG
2020-10-31,DKI4 (Lubang Buaya),,45.0,6.0,63.0,6.0,63.0,4.0,CO,SEDANG
2020-11-01,DKI4 (Lubang Buaya),,53.0,38.0,16.0,55.0,10.0,55.0,CO,SEDANG
2020-11-02,DKI4 (Lubang Buaya),,49.0,36.0,8.0,38.0,5.0,49.0,PM10,BAIK
2020-11-03,DKI4 (Lubang Buaya),,46.0,38.0,14.0,69.0,7.0,69.0,CO,SEDANG
2020-11-04,DKI4 (Lubang Buaya),,54.0,39.0,12.0,79.0,7.0,79.0,CO,SEDANG
2020-11-05,DKI4 (Lubang Buaya),,51.0,38.0,13.0,64.0,10.0,64.0,CO,SEDANG
2020-11-06,DKI4 (Lubang Buaya),,80.0,41.0,22.0,62.0,11.0,80.0,PM10,SEDANG
2020-11-07,DKI4 (Lubang Buaya),,64.0,41.0,19.0,61.0,9.0,64.0,PM10,SEDANG
2020-11-08,DKI4 (Lubang Buaya),,67.0,40.0,30.0,55.0,10.0,67.0,PM10,SEDANG
2020-11-09,DKI4 (Lubang Buaya),,68.0,41.0,24.0,80.0,11.0,80.0,CO,SEDANG
2020-11-10,DKI4 (Lubang Buaya),,82.0,41.0,15.0,68.0,8.0,82.0,PM10,SEDANG
2020-11-11,DKI4 (Lubang Buaya),,79.0,41.0,13.0,75.0,10.0,79.0,PM10,SEDANG
2020-11-12,DKI4 (Lubang Buaya),,61.0,41.0,6.0,57.0,7.0,61.0,PM10,SEDANG
2020-11-13,DKI4 (Lubang Buaya),,57.0,42.0,5.0,42.0,7.0,57.0,PM10,SEDANG
2020-11-14,DKI4 (Lubang Buaya),,67.0,43.0,10.0,81.0,7.0,81.0,CO,SEDANG
2020-11-15,DKI4 (Lubang Buaya),,59.0,44.0,7.0,50.0,6.0,59.0,PM10,SEDANG
2020-11-16,DKI4 (Lubang Buaya),,64.0,41.0,9.0,47.0,5.0,64.0,PM10,SEDANG
2020-11-17,DKI4 (Lubang Buaya),,60.0,42.0,14.0,88.0,9.0,88.0,CO,SEDANG
2020-11-18,DKI4 (Lubang Buaya),,59.0,42.0,15.0,69.0,11.0,69.0,CO,SEDANG
2020-11-19,DKI4 (Lubang Buaya),,77.0,42.0,26.0,74.0,12.0,77.0,PM10,SEDANG
2020-11-20,DKI4 (Lubang Buaya),,62.0,44.0,7.0,42.0,7.0,62.0,PM10,SEDANG
2020-11-21,DKI4 (Lubang Buaya),,67.0,41.0,31.0,44.0,7.0,67.0,PM10,SEDANG
2020-11-22,DKI4 (Lubang Buaya),,66.0,42.0,41.0,57.0,10.0,66.0,PM10,SEDANG
2020-11-23,DKI4 (Lubang Buaya),,69.0,42.0,23.0,64.0,8.0,69.0,PM10,SEDANG
2020-11-24,DKI4 (Lubang Buaya),,51.0,42.0,14.0,61.0,7.0,61.0,CO,SEDANG
2020-11-25,DKI4 (Lubang Buaya),,52.0,41.0,21.0,46.0,8.0,52.0,PM10,SEDANG
2020-11-26,DKI4 (Lubang Buaya),,60.0,42.0,23.0,93.0,7.0,93.0,CO,SEDANG
2020-11-27,DKI4 (Lubang Buaya),,47.0,43.0,8.0,78.0,7.0,78.0,CO,SEDANG
2020-11-28,DKI4 (Lubang Buaya),,,41.0,16.0,73.0,11.0,73.0,CO,SEDANG
2020-11-29,DKI4 (Lubang Buaya),,46.0,40.0,9.0,58.0,5.0,58.0,CO,SEDANG
2020-11-30,DKI4 (Lubang Buaya),,22.0,39.0,6.0,23.0,3.0,39.0,PM25,BAIK
2020-12-01,DKI4 (Lubang Buaya),,29.0,40.0,13.0,20.0,4.0,40.0,PM25,BAIK
2020-12-02,DKI4 (Lubang Buaya),,38.0,40.0,10.0,41.0,6.0,41.0,CO,BAIK
2020-12-03,DKI4 (Lubang Buaya),,31.0,41.0,10.0,47.0,6.0,47.0,CO,BAIK
2020-12-04,DKI4 (Lubang Buaya),,40.0,45.0,10.0,54.0,7.0,54.0,CO,SEDANG
2020-12-05,DKI4 (Lubang Buaya),,28.0,42.0,7.0,23.0,3.0,42.0,PM25,BAIK
2020-12-06,DKI4 (Lubang Buaya),,31.0,41.0,9.0,25.0,4.0,41.0,PM25,BAIK
2020-12-07,DKI4 (Lubang Buaya),,23.0,42.0,8.0,34.0,3.0,42.0,PM25,BAIK
2020-12-08,DKI4 (Lubang Buaya),,31.0,42.0,13.0,34.0,4.0,42.0,PM25,BAIK
2020-12-09,DKI4 (Lubang Buaya),,27.0,41.0,6.0,28.0,2.0,41.0,PM25,BAIK
2020-12-10,DKI4 (Lubang Buaya),,29.0,43.0,6.0,36.0,3.0,43.0,PM25,BAIK
2020-12-11,DKI4 (Lubang Buaya),,36.0,43.0,12.0,35.0,6.0,43.0,PM25,BAIK
2020-12-12,DKI4 (Lubang Buaya),,33.0,42.0,10.0,25.0,5.0,42.0,PM25,BAIK
2020-12-13,DKI4 (Lubang Buaya),,29.0,43.0,6.0,30.0,4.0,43.0,PM25,BAIK
2020-12-14,DKI4 (Lubang Buaya),,27.0,42.0,10.0,29.0,5.0,42.0,PM25,BAIK
2020-12-15,DKI4 (Lubang Buaya),,36.0,41.0,11.0,22.0,6.0,41.0,PM25,BAIK
2020-12-16,DKI4 (Lubang Buaya),,25.0,41.0,8.0,20.0,4.0,41.0,PM25,BAIK
2020-12-17,DKI4 (Lubang Buaya),,29.0,43.0,9.0,22.0,4.0,43.0,PM25,BAIK
2020-12-18,DKI4 (Lubang Buaya),,25.0,42.0,5.0,30.0,3.0,42.0,PM25,BAIK
2020-12-19,DKI4 (Lubang Buaya),,29.0,42.0,7.0,24.0,3.0,42.0,PM25,BAIK
2020-12-20,DKI4 (Lubang Buaya),,28.0,42.0,9.0,25.0,3.0,42.0,PM25,BAIK
2020-12-21,DKI4 (Lubang Buaya),,16.0,41.0,6.0,15.0,3.0,41.0,PM25,BAIK
2020-12-22,DKI4 (Lubang Buaya),,27.0,40.0,10.0,29.0,3.0,40.0,PM25,BAIK
2020-12-23,DKI4 (Lubang Buaya),,56.0,34.0,18.0,43.0,7.0,56.0,PM10,SEDANG
2020-12-24,DKI4 (Lubang Buaya),,51.0,36.0,11.0,38.0,7.0,51.0,PM10,SEDANG
2020-12-25,DKI4 (Lubang Buaya),,25.0,34.0,10.0,34.0,4.0,34.0,PM25,BAIK
2020-12-26,DKI4 (Lubang Buaya),,25.0,34.0,7.0,33.0,3.0,34.0,PM25,BAIK
2020-12-27,DKI4 (Lubang Buaya),,30.0,35.0,10.0,44.0,4.0,44.0,CO,BAIK
2020-12-28,DKI4 (Lubang Buaya),,29.0,34.0,9.0,31.0,3.0,34.0,PM25,BAIK
2020-12-29,DKI4 (Lubang Buaya),,21.0,34.0,5.0,20.0,2.0,34.0,PM25,BAIK
2020-12-30,DKI4 (Lubang Buaya),,26.0,34.0,6.0,15.0,3.0,34.0,PM25,BAIK
2020-12-31,DKI4 (Lubang Buaya),,28.0,36.0,10.0,27.0,3.0,36.0,PM25,BAIK
2021-01-01,DKI4 (Lubang Buaya),,41.0,37.0,14.0,35.0,4.0,41.0,PM10,BAIK
2021-01-02,DKI4 (Lubang Buaya),,44.0,38.0,38.0,59.0,3.0,59.0,CO,SEDANG
2021-01-03,DKI4 (Lubang Buaya),,50.0,37.0,16.0,52.0,5.0,52.0,CO,SEDANG
2021-01-04,DKI4 (Lubang Buaya),,45.0,36.0,16.0,24.0,3.0,45.0,PM10,BAIK
2021-01-05,DKI4 (Lubang Buaya),,52.0,36.0,15.0,35.0,8.0,52.0,PM10,SEDANG
2021-01-06,DKI4 (Lubang Buaya),,73.0,32.0,29.0,66.0,6.0,73.0,PM10,SEDANG
2021-01-07,DKI4 (Lubang Buaya),,36.0,30.0,19.0,55.0,5.0,55.0,CO,SEDANG
2021-01-08,DKI4 (Lubang Buaya),,36.0,31.0,23.0,51.0,6.0,51.0,CO,SEDANG
2021-01-09,DKI4 (Lubang Buaya),,60.0,30.0,34.0,42.0,6.0,60.0,PM10,SEDANG
2021-01-10,DKI4 (Lubang Buaya),,14.0,28.0,9.0,38.0,3.0,38.0,CO,BAIK
2021-01-11,DKI4 (Lubang Buaya),,51.0,29.0,17.0,57.0,4.0,57.0,CO,SEDANG
2021-01-12,DKI4 (Lubang Buaya),,23.0,28.0,11.0,44.0,4.0,44.0,CO,BAIK
2021-01-13,DKI4 (Lubang Buaya),,36.0,27.0,8.0,32.0,3.0,36.0,PM10,BAIK
2021-01-14,DKI4 (Lubang Buaya),,35.0,28.0,13.0,38.0,5.0,38.0,CO,BAIK
2021-01-15,DKI4 (Lubang Buaya),,51.0,26.0,20.0,56.0,5.0,56.0,CO,SEDANG
2021-01-16,DKI4 (Lubang Buaya),,47.0,27.0,18.0,38.0,7.0,47.0,PM10,BAIK
2021-01-17,DKI4 (Lubang Buaya),,52.0,28.0,12.0,41.0,8.0,52.0,PM10,SEDANG
2021-01-18,DKI4 (Lubang Buaya),,34.0,28.0,10.0,37.0,4.0,37.0,CO,BAIK
2021-01-19,DKI4 (Lubang Buaya),,25.0,26.0,12.0,31.0,7.0,31.0,CO,BAIK
2021-01-20,DKI4 (Lubang Buaya),,54.0,25.0,16.0,33.0,8.0,54.0,PM10,SEDANG
2021-01-21,DKI4 (Lubang Buaya),,63.0,25.0,21.0,38.0,7.0,63.0,PM10,SEDANG
2021-01-22,DKI4 (Lubang Buaya),,52.0,26.0,32.0,54.0,8.0,54.0,CO,SEDANG
2021-01-23,DKI4 (Lubang Buaya),,89.0,27.0,47.0,61.0,11.0,89.0,PM10,SEDANG
2021-01-24,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2021-01-25,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2021-01-26,DKI4 (Lubang Buaya),,57.0,26.0,34.0,39.0,7.0,57.0,PM10,SEDANG
2021-01-27,DKI4 (Lubang Buaya),,18.0,25.0,7.0,19.0,4.0,25.0,PM25,BAIK
2021-01-28,DKI4 (Lubang Buaya),,23.0,25.0,11.0,20.0,5.0,25.0,PM25,BAIK
2021-01-29,DKI4 (Lubang Buaya),,27.0,26.0,9.0,36.0,4.0,36.0,CO,BAIK
2021-01-30,DKI4 (Lubang Buaya),,21.0,26.0,16.0,32.0,6.0,32.0,CO,BAIK
2021-01-31,DKI4 (Lubang Buaya),,,,17.0,,,17.0,SO2,BAIK
2021-02-01,DKI4 (Lubang Buaya),,,,,,,0.0,,TIDAK ADA DATA
2021-02-02,DKI4 (Lubang Buaya),59.0,37.0,40.0,14.0,22.0,12.0,59.0,PM25,SEDANG
2021-02-03,DKI4 (Lubang Buaya),52.0,24.0,40.0,9.0,21.0,8.0,52.0,PM25,SEDANG
2021-02-04,DKI4 (Lubang Buaya),53.0,19.0,40.0,12.0,19.0,10.0,53.0,PM25,SEDANG
2021-02-05,DKI4 (Lubang Buaya),41.0,19.0,40.0,12.0,20.0,9.0,41.0,PM25,BAIK
2021-02-06,DKI4 (Lubang Buaya),48.0,18.0,40.0,7.0,28.0,6.0,48.0,PM25,BAIK
2021-02-07,DKI4 (Lubang Buaya),55.0,25.0,40.0,10.0,22.0,11.0,55.0,PM25,SEDANG
2021-02-08,DKI4 (Lubang Buaya),44.0,17.0,39.0,10.0,21.0,9.0,44.0,PM25,BAIK
2021-02-09,DKI4 (Lubang Buaya),57.0,31.0,40.0,13.0,19.0,9.0,57.0,PM25,SEDANG
2021-02-10,DKI4 (Lubang Buaya),58.0,30.0,40.0,13.0,20.0,8.0,58.0,PM25,SEDANG
2021-02-11,DKI4 (Lubang Buaya),50.0,21.0,40.0,7.0,16.0,5.0,50.0,PM25,BAIK
2021-02-12,DKI4 (Lubang Buaya),65.0,33.0,40.0,12.0,19.0,5.0,65.0,PM25,SEDANG
2021-02-13,DKI4 (Lubang Buaya),62.0,43.0,40.0,11.0,25.0,9.0,62.0,PM25,SEDANG
2021-02-14,DKI4 (Lubang Buaya),57.0,34.0,39.0,11.0,26.0,9.0,57.0,PM25,SEDANG
2021-02-15,DKI4 (Lubang Buaya),66.0,42.0,40.0,11.0,25.0,12.0,66.0,PM25,SEDANG
2021-02-16,DKI4 (Lubang Buaya),63.0,43.0,40.0,11.0,23.0,13.0,63.0,PM25,SEDANG
2021-02-17,DKI4 (Lubang Buaya),66.0,38.0,40.0,22.0,21.0,15.0,66.0,PM25,SEDANG
2021-02-18,DKI4 (Lubang Buaya),60.0,37.0,41.0,10.0,22.0,11.0,60.0,PM25,SEDANG
2021-02-19,DKI4 (Lubang Buaya),51.0,25.0,39.0,16.0,20.0,13.0,51.0,PM25,SEDANG
2021-02-20,DKI4 (Lubang Buaya),63.0,33.0,39.0,12.0,24.0,12.0,63.0,PM25,SEDANG
2021-02-21,DKI4 (Lubang Buaya),50.0,21.0,39.0,10.0,23.0,10.0,50.0,PM25,BAIK
2021-02-22,DKI4 (Lubang Buaya),95.0,59.0,40.0,21.0,25.0,12.0,95.0,PM25,SEDANG
2021-02-23,DKI4 (Lubang Buaya),83.0,51.0,40.0,16.0,24.0,11.0,83.0,PM25,SEDANG
2021-02-24,DKI4 (Lubang Buaya),61.0,42.0,39.0,9.0,13.0,6.0,61.0,PM25,SEDANG
2021-02-25,DKI4 (Lubang Buaya),45.0,16.0,39.0,9.0,19.0,4.0,45.0,PM25,BAIK
2021-02-26,DKI4 (Lubang Buaya),75.0,48.0,39.0,11.0,23.0,13.0,75.0,PM25,SEDANG
2021-02-27,DKI4 (Lubang Buaya),94.0,59.0,40.0,13.0,30.0,12.0,94.0,PM25,SEDANG
2021-02-28,DKI4 (Lubang Buaya),113.0,68.0,39.0,18.0,24.0,14.0,113.0,PM25,TIDAK SEHAT
2021-03-01,DKI4 (Lubang Buaya),96.0,56.0,40.0,13.0,19.0,9.0,96.0,PM25,SEDANG
2021-03-02,DKI4 (Lubang Buaya),81.0,46.0,39.0,17.0,29.0,14.0,81.0,PM25,SEDANG
2021-03-03,DKI4 (Lubang Buaya),,52.0,41.0,19.0,31.0,14.0,52.0,PM10,SEDANG
2021-03-04,DKI4 (Lubang Buaya),103.0,62.0,40.0,19.0,33.0,11.0,103.0,PM25,TIDAK SEHAT
2021-03-05,DKI4 (Lubang Buaya),79.0,51.0,40.0,14.0,32.0,13.0,79.0,PM25,SEDANG
2021-03-06,DKI4 (Lubang Buaya),95.0,61.0,40.0,22.0,32.0,13.0,95.0,PM25,SEDANG
2021-03-07,DKI4 (Lubang Buaya),102.0,60.0,41.0,23.0,34.0,14.0,102.0,PM25,TIDAK SEHAT
2021-03-08,DKI4 (Lubang Buaya),81.0,58.0,40.0,16.0,19.0,6.0,81.0,PM25,SEDANG
2021-03-09,DKI4 (Lubang Buaya),55.0,24.0,41.0,10.0,18.0,8.0,55.0,PM25,SEDANG
2021-03-10,DKI4 (Lubang Buaya),89.0,56.0,40.0,21.0,21.0,12.0,89.0,PM25,SEDANG
2021-03-11,DKI4 (Lubang Buaya),53.0,28.0,39.0,9.0,25.0,9.0,53.0,PM25,SEDANG
2021-03-12,DKI4 (Lubang Buaya),83.0,53.0,41.0,19.0,22.0,13.0,83.0,PM25,SEDANG
2021-03-13,DKI4 (Lubang Buaya),69.0,37.0,41.0,10.0,20.0,9.0,69.0,PM25,SEDANG
2021-03-14,DKI4 (Lubang Buaya),68.0,40.0,41.0,16.0,14.0,9.0,68.0,PM25,SEDANG
2021-03-15,DKI4 (Lubang Buaya),77.0,37.0,42.0,14.0,24.0,12.0,77.0,PM25,SEDANG
2021-03-16,DKI4 (Lubang Buaya),101.0,57.0,46.0,13.0,37.0,18.0,101.0,PM25,TIDAK SEHAT
2021-03-17,DKI4 (Lubang Buaya),123.0,68.0,43.0,20.0,37.0,14.0,123.0,PM25,TIDAK SEHAT
2021-03-18,DKI4 (Lubang Buaya),125.0,68.0,45.0,16.0,37.0,22.0,125.0,PM25,TIDAK SEHAT
2021-03-19,DKI4 (Lubang Buaya),91.0,57.0,42.0,12.0,42.0,15.0,91.0,PM25,SEDANG
2021-03-20,DKI4 (Lubang Buaya),98.0,55.0,44.0,12.0,38.0,18.0,98.0,PM25,SEDANG
2021-03-21,DKI4 (Lubang Buaya),85.0,57.0,41.0,16.0,22.0,17.0,85.0,PM25,SEDANG
2021-03-22,DKI4 (Lubang Buaya),78.0,52.0,41.0,15.0,20.0,11.0,78.0,PM25,SEDANG
2021-03-23,DKI4 (Lubang Buaya),62.0,38.0,41.0,8.0,12.0,7.0,62.0,PM25,SEDANG
2021-03-24,DKI4 (Lubang Buaya),55.0,30.0,40.0,7.0,13.0,9.0,55.0,PM25,SEDANG
2021-03-25,DKI4 (Lubang Buaya),68.0,36.0,41.0,8.0,19.0,12.0,68.0,PM25,SEDANG
2021-03-26,DKI4 (Lubang Buaya),83.0,52.0,42.0,17.0,31.0,16.0,83.0,PM25,SEDANG
2021-03-27,DKI4 (Lubang Buaya),91.0,58.0,43.0,13.0,35.0,20.0,91.0,PM25,SEDANG
2021-03-28,DKI4 (Lubang Buaya),75.0,50.0,41.0,14.0,37.0,16.0,75.0,PM25,SEDANG
